idx,rel_path,in_path,out_path,orig_fs,used_fs,channel_idx,env_file,range_m,src_z,rcv_z,Npaths,power_db
297,train\ClassC\ferry\train_ClassC_ferry_id64_seg164.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id64_seg164.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id64_seg164.wav,16000,16000,107,env_091_deep_channel_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.986
298,train\ClassC\ferry\train_ClassC_ferry_id64_seg165.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id64_seg165.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id64_seg165.wav,16000,16000,41,env_035_summer_shallow_H200_R2000_sand.arr,2000.00,100.00,10.00,2,1.538
299,train\ClassC\ferry\train_ClassC_ferry_id67_seg166.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg166.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg166.wav,16000,16000,80,env_068_winter_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.831
300,train\ClassC\ferry\train_ClassC_ferry_id67_seg167.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg167.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg167.wav,16000,16000,44,env_042_summer_shallow_H1000_R500_mud.arr,500.00,100.00,10.00,2,2.888
301,train\ClassC\ferry\train_ClassC_ferry_id67_seg168.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg168.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg168.wav,16000,16000,5,env_009_munk_H200_R500_sand.arr,500.00,100.00,10.00,2,2.935
302,train\ClassC\ferry\train_ClassC_ferry_id67_seg169.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg169.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg169.wav,16000,16000,41,env_035_summer_shallow_H200_R2000_sand.arr,2000.00,100.00,10.00,2,1.538
303,train\ClassC\ferry\train_ClassC_ferry_id67_seg170.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg170.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg170.wav,16000,16000,118,env_093_deep_channel_H1000_R5000_sand.arr,5000.00,100.00,10.00,2,2.366
304,train\ClassC\ferry\train_ClassC_ferry_id67_seg171.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg171.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg171.wav,16000,16000,121,env_094_deep_channel_H1000_R5000_mud.arr,5000.00,100.00,10.00,2,1.593
305,train\ClassC\ferry\train_ClassC_ferry_id67_seg172.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg172.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg172.wav,16000,16000,47,env_043_summer_shallow_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.890
306,train\ClassC\ferry\train_ClassC_ferry_id67_seg173.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg173.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg173.wav,16000,16000,77,env_067_winter_shallow_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.477
307,train\ClassC\ferry\train_ClassC_ferry_id67_seg174.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg174.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg174.wav,16000,16000,65,env_049_winter_shallow_H50_R500_sand.arr,500.00,49.00,10.00,2,2.559
308,train\ClassC\ferry\train_ClassC_ferry_id67_seg175.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg175.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg175.wav,16000,16000,11,env_017_munk_H1000_R500_sand.arr,500.00,100.00,10.00,2,2.938
309,train\ClassC\ferry\train_ClassC_ferry_id67_seg176.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg176.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg176.wav,16000,16000,57,env_045_summer_shallow_H1000_R5000_sand.arr,5000.00,100.00,10.00,2,1.266
310,train\ClassC\ferry\train_ClassC_ferry_id67_seg177.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg177.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg177.wav,16000,16000,78,env_068_winter_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.295
311,train\ClassC\ferry\train_ClassC_ferry_id67_seg178.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg178.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg178.wav,16000,16000,13,env_019_munk_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,1.347
312,train\ClassC\ferry\train_ClassC_ferry_id67_seg179.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg179.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg179.wav,16000,16000,124,env_094_deep_channel_H1000_R5000_mud.arr,5000.00,100.00,10.00,3,1.627
313,train\ClassC\ferry\train_ClassC_ferry_id67_seg180.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg180.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg180.wav,16000,16000,95,env_079_deep_channel_H50_R10000_sand.arr,10000.00,49.00,10.00,1,0.000
314,train\ClassC\ferry\train_ClassC_ferry_id67_seg181.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id67_seg181.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id67_seg181.wav,16000,16000,57,env_045_summer_shallow_H1000_R5000_sand.arr,5000.00,100.00,10.00,2,1.266
315,train\ClassD\liner\train_ClassD_liner_id16_seg000.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg000.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg000.wav,16000,16000,113,env_092_deep_channel_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.985
316,train\ClassD\liner\train_ClassD_liner_id16_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg001.wav,16000,16000,129,env_096_deep_channel_H1000_R10000_mud.arr,10000.00,100.00,10.00,1,0.000
317,train\ClassD\liner\train_ClassD_liner_id16_seg002.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg002.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg002.wav,16000,16000,64,env_048_summer_shallow_H1000_R10000_mud.arr,10000.00,100.00,10.00,1,0.000
318,train\ClassD\liner\train_ClassD_liner_id16_seg003.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg003.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg003.wav,16000,16000,17,env_019_munk_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.981
319,train\ClassD\liner\train_ClassD_liner_id16_seg004.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg004.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg004.wav,16000,16000,16,env_019_munk_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.968
320,train\ClassD\liner\train_ClassD_liner_id16_seg005.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg005.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg005.wav,16000,16000,43,env_041_summer_shallow_H1000_R500_sand.arr,500.00,100.00,10.00,2,2.888
321,train\ClassD\liner\train_ClassD_liner_id16_seg006.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg006.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg006.wav,16000,16000,58,env_046_summer_shallow_H1000_R5000_mud.arr,5000.00,100.00,10.00,2,0.062
322,train\ClassD\liner\train_ClassD_liner_id16_seg007.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg007.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg007.wav,16000,16000,128,env_095_deep_channel_H1000_R10000_sand.arr,10000.00,100.00,10.00,1,0.000
323,train\ClassD\liner\train_ClassD_liner_id16_seg008.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id16_seg008.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id16_seg008.wav,16000,16000,58,env_046_summer_shallow_H1000_R5000_mud.arr,5000.00,100.00,10.00,2,0.062
324,train\ClassD\liner\train_ClassD_liner_id22_seg009.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id22_seg009.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id22_seg009.wav,16000,16000,49,env_043_summer_shallow_H1000_R2000_sand.arr,2000.00,100.00,10.00,2,2.989
325,train\ClassD\liner\train_ClassD_liner_id22_seg010.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id22_seg010.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id22_seg010.wav,16000,16000,50,env_044_summer_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,1.533
326,train\ClassD\liner\train_ClassD_liner_id25_seg011.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg011.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg011.wav,16000,16000,80,env_068_winter_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.831
327,train\ClassD\liner\train_ClassD_liner_id25_seg012.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg012.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg012.wav,16000,16000,58,env_046_summer_shallow_H1000_R5000_mud.arr,5000.00,100.00,10.00,2,0.062
328,train\ClassD\liner\train_ClassD_liner_id25_seg013.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg013.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg013.wav,16000,16000,93,env_077_deep_channel_H50_R5000_sand.arr,5000.00,49.00,10.00,2,0.775
329,train\ClassD\liner\train_ClassD_liner_id25_seg014.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg014.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg014.wav,16000,16000,28,env_022_munk_H1000_R5000_mud.arr,5000.00,100.00,10.00,1,0.000
330,train\ClassD\liner\train_ClassD_liner_id25_seg015.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg015.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg015.wav,16000,16000,101,env_085_deep_channel_H200_R5000_sand.arr,5000.00,100.00,10.00,1,0.000
331,train\ClassD\liner\train_ClassD_liner_id25_seg016.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg016.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg016.wav,16000,16000,118,env_093_deep_channel_H1000_R5000_sand.arr,5000.00,100.00,10.00,2,2.366
332,train\ClassD\liner\train_ClassD_liner_id25_seg017.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg017.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg017.wav,16000,16000,78,env_068_winter_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.295
333,train\ClassD\liner\train_ClassD_liner_id25_seg018.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id25_seg018.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id25_seg018.wav,16000,16000,78,env_068_winter_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.295
334,train\ClassD\liner\train_ClassD_liner_id69_seg019.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg019.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg019.wav,16000,16000,24,env_021_munk_H1000_R5000_sand.arr,5000.00,100.00,10.00,1,0.000
335,train\ClassD\liner\train_ClassD_liner_id69_seg020.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg020.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg020.wav,16000,16000,66,env_050_winter_shallow_H50_R500_mud.arr,500.00,49.00,10.00,2,2.559
336,train\ClassD\liner\train_ClassD_liner_id69_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg021.wav,16000,16000,69,env_059_winter_shallow_H200_R2000_sand.arr,2000.00,100.00,10.00,2,2.286
337,train\ClassD\liner\train_ClassD_liner_id69_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg022.wav,16000,16000,22,env_020_munk_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.981
338,train\ClassD\liner\train_ClassD_liner_id69_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg023.wav,16000,16000,38,env_028_summer_shallow_H50_R2000_mud.arr,2000.00,49.00,10.00,1,0.000
339,train\ClassD\liner\train_ClassD_liner_id69_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg024.wav,16000,16000,18,env_020_munk_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,1.347
340,train\ClassD\liner\train_ClassD_liner_id69_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg025.wav,16000,16000,21,env_020_munk_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.968
341,train\ClassD\liner\train_ClassD_liner_id69_seg026.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg026.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg026.wav,16000,16000,21,env_020_munk_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.968
342,train\ClassD\liner\train_ClassD_liner_id69_seg027.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg027.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg027.wav,16000,16000,6,env_010_munk_H200_R500_mud.arr,500.00,100.00,10.00,2,2.935
343,train\ClassD\liner\train_ClassD_liner_id69_seg028.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg028.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg028.wav,16000,16000,5,env_009_munk_H200_R500_sand.arr,500.00,100.00,10.00,2,2.935
344,train\ClassD\liner\train_ClassD_liner_id69_seg029.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg029.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg029.wav,16000,16000,21,env_020_munk_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.968
345,train\ClassD\liner\train_ClassD_liner_id69_seg030.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg030.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg030.wav,16000,16000,104,env_090_deep_channel_H1000_R500_mud.arr,500.00,100.00,10.00,2,2.974
346,train\ClassD\liner\train_ClassD_liner_id69_seg031.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg031.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg031.wav,16000,16000,121,env_094_deep_channel_H1000_R5000_mud.arr,5000.00,100.00,10.00,2,1.593
347,train\ClassD\liner\train_ClassD_liner_id69_seg032.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg032.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg032.wav,16000,16000,104,env_090_deep_channel_H1000_R500_mud.arr,500.00,100.00,10.00,2,2.974
348,train\ClassD\liner\train_ClassD_liner_id69_seg033.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg033.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg033.wav,16000,16000,91,env_075_deep_channel_H50_R2000_sand.arr,2000.00,49.00,10.00,3,2.754
349,train\ClassD\liner\train_ClassD_liner_id69_seg034.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg034.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg034.wav,16000,16000,57,env_045_summer_shallow_H1000_R5000_sand.arr,5000.00,100.00,10.00,2,1.266
350,train\ClassD\liner\train_ClassD_liner_id69_seg035.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg035.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg035.wav,16000,16000,115,env_093_deep_channel_H1000_R5000_sand.arr,5000.00,100.00,10.00,1,0.000
351,train\ClassD\liner\train_ClassD_liner_id69_seg036.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg036.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg036.wav,16000,16000,111,env_092_deep_channel_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.976
352,train\ClassD\liner\train_ClassD_liner_id69_seg037.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg037.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg037.wav,16000,16000,93,env_077_deep_channel_H50_R5000_sand.arr,5000.00,49.00,10.00,2,0.775
353,train\ClassD\liner\train_ClassD_liner_id69_seg038.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg038.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg038.wav,16000,16000,130,env_096_deep_channel_H1000_R10000_mud.arr,10000.00,100.00,10.00,1,0.000
354,train\ClassD\liner\train_ClassD_liner_id69_seg039.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg039.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg039.wav,16000,16000,81,env_068_winter_shallow_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.929
355,train\ClassD\liner\train_ClassD_liner_id69_seg040.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg040.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg040.wav,16000,16000,22,env_020_munk_H1000_R2000_mud.arr,2000.00,100.00,10.00,2,2.981
356,train\ClassD\liner\train_ClassD_liner_id69_seg041.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg041.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg041.wav,16000,16000,129,env_096_deep_channel_H1000_R10000_mud.arr,10000.00,100.00,10.00,1,0.000
357,train\ClassD\liner\train_ClassD_liner_id69_seg042.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg042.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg042.wav,16000,16000,68,env_058_winter_shallow_H200_R500_mud.arr,500.00,100.00,10.00,2,2.599
358,train\ClassD\liner\train_ClassD_liner_id69_seg043.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\liner\train_ClassD_liner_id69_seg043.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\liner\train_ClassD_liner_id69_seg043.wav,16000,16000,38,env_028_summer_shallow_H50_R2000_mud.arr,2000.00,49.00,10.00,1,0.000
359,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg000.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg000.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg000.wav,16000,16000,92,env_076_deep_channel_H50_R2000_mud.arr,2000.00,49.00,10.00,3,2.754
360,train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassD\ro_ro\train_ClassD_ro_ro_id18_seg001.wav,16000,16000,130,env_096_deep_channel_H1000_R10000_mud.arr,10000.00,100.00,10.00,1,0.000
